Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (square microns)	Cell Density (per square mm)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (microns)	Category Region ID	Distance from Tissue Category Edge (microns)	Nucleus Area (square microns)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus blue hematox Min (Optical Density, Peak Weighting)	Nucleus blue hematox Mean (Optical Density, Peak Weighting)	Nucleus blue hematox Max (Optical Density, Peak Weighting)	Nucleus blue hematox Std Dev (Optical Density, Peak Weighting)	Nucleus blue hematox Total (Optical Density, Peak Weighting)	Nucleus DAB Min (Optical Density, Peak Weighting)	Nucleus DAB Mean (Optical Density, Peak Weighting)	Nucleus DAB Max (Optical Density, Peak Weighting)	Nucleus DAB Std Dev (Optical Density, Peak Weighting)	Nucleus DAB Total (Optical Density, Peak Weighting)	Lab ID	Slide ID	Annotation ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7467.26870
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	962				11705.9	41440.6	#N/A	#N/A	196	8.1	37.3	0.01%	0.69	6.50	7.51	1.15	0.005	0.083	0.136	0.025	12.413	0.112	0.397	0.643	0.138	59.161		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	963				11256.4	41441.1	#N/A	#N/A	196	15.5	30.3	0.01%	0.35	7.42	8.05	1.09	0.001	0.015	0.036	0.008	1.805	0.046	0.082	0.139	0.022	9.977		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	75.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	964				11513.4	41440.6	#N/A	#N/A	75	13.6	25.3	0.02%	0.57	4.31	8.20	1.90	0.043	0.120	0.191	0.032	12.122	0.102	0.376	0.595	0.135	37.948		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	86.13%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	965				11614.9	41439.6	#N/A	#N/A	75	42.2	11.8	0.01%	0.81	3.52	4.49	1.28	0.025	0.076	0.112	0.019	3.572	0.101	0.206	0.313	0.065	9.663		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	77.22%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	966				11795.4	41440.6	#N/A	#N/A	82	#N/A	40.3	0.03%	0.54	5.23	10.22	1.95	0.042	0.090	0.151	0.018	14.470	0.097	0.306	0.419	0.075	49.227		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.33%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	967				11601.9	41441.6	#N/A	#N/A	75	48.5	34.8	0.03%	0.65	5.31	8.82	1.66	0.017	0.118	0.228	0.057	16.396	0.131	0.246	0.387	0.065	34.156		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	81.58%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	968				11657.4	41441.6	#N/A	#N/A	75	12.2	30.8	0.03%	0.57	6.10	6.98	1.14	0.034	0.102	0.145	0.025	12.527	0.078	0.329	0.502	0.102	40.476		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	86.10%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	969				11667.9	41442.1	#N/A	#N/A	75	12.4	32.5	0.03%	0.60	5.81	7.94	1.37	0.050	0.138	0.229	0.044	17.929	0.184	0.428	0.620	0.100	55.684		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.55%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	970				11592.4	41441.6	#N/A	#N/A	75	55.2	15.3	0.01%	0.66	3.75	5.70	1.52	0.031	0.056	0.092	0.015	3.436	0.087	0.167	0.271	0.046	10.203		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	971				11630.9	41443.1	#N/A	#N/A	75	31.5	24.5	0.02%	0.53	5.02	8.00	1.59	0.021	0.072	0.117	0.021	7.045	0.077	0.143	0.195	0.031	13.999		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.07%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	972				11636.4	41443.6	#N/A	#N/A	75	27.3	37.3	0.03%	0.75	6.50	7.01	1.08	0.014	0.077	0.145	0.032	11.489	0.080	0.226	0.401	0.077	33.738		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	72.73%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	973				11483.4	41442.6	#N/A	#N/A	#N/A	1.0	18.0	0.01%	0.78	4.01	5.51	1.37	0.013	0.068	0.111	0.026	4.899	0.098	0.216	0.330	0.066	15.570		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.95%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	974				11798.4	41445.6	#N/A	#N/A	82	#N/A	55.8	0.05%	0.61	8.02	10.01	1.25	0.016	0.117	0.188	0.030	26.143	0.072	0.336	0.505	0.082	74.975		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.47%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	975				11582.4	41444.6	#N/A	#N/A	75	57.7	48.8	0.04%	0.58	7.22	9.71	1.35	0.022	0.108	0.158	0.025	21.048	0.069	0.271	0.430	0.099	52.771		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	976				11613.4	41445.1	#N/A	#N/A	75	38.4	36.5	0.03%	0.56	6.16	8.28	1.34	0.031	0.085	0.148	0.025	12.346	0.165	0.300	0.537	0.083	43.872		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.54%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	977				11661.9	41445.6	#N/A	#N/A	75	15.5	56.8	0.05%	0.54	7.93	9.34	1.18	0.038	0.102	0.169	0.023	23.176	0.093	0.279	0.451	0.069	63.245		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.45%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	978				11672.9	41444.1	#N/A	#N/A	75	16.1	24.8	0.02%	0.71	5.51	6.00	1.09	0.020	0.062	0.123	0.022	6.166	0.102	0.283	0.423	0.075	27.973		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	93.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	979				11769.9	41444.1	#N/A	#N/A	82	22.7	28.8	0.02%	0.58	5.83	7.21	1.24	0.045	0.157	0.339	0.058	18.005	0.047	0.337	0.557	0.160	38.711		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	63.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	980				11548.9	41446.6	#N/A	#N/A	75	37.1	81.0	0.07%	0.61	9.84	11.05	1.12	0.033	0.088	0.144	0.024	28.458	0.061	0.208	0.427	0.077	67.243		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.66%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	981				11747.9	41444.1	#N/A	#N/A	#N/A	2.0	23.0	0.02%	0.60	5.51	5.86	1.06	0.005	0.024	0.046	0.008	2.219	0.052	0.110	0.214	0.039	10.133		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.63%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	982				11756.9	41444.6	#N/A	#N/A	82	10.4	30.0	0.02%	0.68	5.45	7.22	1.32	0.031	0.099	0.148	0.026	11.889	0.105	0.362	0.631	0.130	43.413		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	70.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	983				11571.9	41447.1	#N/A	#N/A	75	54.1	51.8	0.04%	0.48	5.63	12.29	2.18	0.040	0.099	0.152	0.023	20.550	0.068	0.271	0.427	0.094	55.995		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.18%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	984				11649.9	41444.1	#N/A	#N/A	75	18.1	14.5	0.01%	0.71	4.04	4.76	1.18	0.022	0.046	0.078	0.016	2.695	0.060	0.171	0.251	0.056	9.924		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.94%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	985				11674.4	41447.1	#N/A	#N/A	75	19.5	31.8	0.03%	0.42	6.01	8.37	1.39	0.003	0.056	0.100	0.021	7.094	0.082	0.176	0.258	0.036	22.407		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	93.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	986				11530.4	41447.6	#N/A	#N/A	75	26.6	127.0	0.10%	0.23	9.01	25.51	2.83	0.020	0.090	0.335	0.033	45.795	0.002	0.167	0.326	0.062	84.836		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	64.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	987				11557.4	41446.1	#N/A	#N/A	75	42.9	32.5	0.03%	0.74	6.51	6.51	1.00	0.021	0.094	0.155	0.028	12.223	0.108	0.209	0.350	0.050	27.178		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.49%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	988				10891.4	41446.6	#N/A	#N/A	196	12.5	30.3	0.01%	0.72	6.02	6.50	1.08	0.029	0.072	0.113	0.021	8.697	0.073	0.176	0.281	0.051	21.305		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	61.02%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	989				11708.4	41447.6	#N/A	#N/A	196	8.1	43.0	0.02%	0.64	6.51	9.00	1.38	0.017	0.145	0.251	0.044	24.888	0.134	0.496	0.809	0.187	85.239		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	40.92%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	990				10896.9	41445.6	#N/A	#N/A	196	12.5	12.8	0.01%	0.82	3.02	5.01	1.66	0.025	0.054	0.077	0.013	2.778	0.067	0.107	0.144	0.020	5.478		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.51%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	991				11700.9	41446.6	#N/A	#N/A	#N/A	2.0	20.0	0.01%	0.78	5.00	5.51	1.10	0.000	0.018	0.047	0.011	1.470	0.049	0.115	0.197	0.039	9.229		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	42.45%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	992				11563.9	41446.6	#N/A	#N/A	75	48.3	14.3	0.01%	0.80	4.04	4.75	1.17	0.022	0.050	0.070	0.011	2.822	0.073	0.164	0.268	0.041	9.346		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	993				11594.4	41448.6	#N/A	#N/A	75	48.9	52.3	0.04%	0.64	8.51	8.52	1.00	0.053	0.100	0.177	0.024	20.949	0.111	0.330	0.464	0.088	69.017		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	994				11646.4	41451.6	#N/A	#N/A	75	21.0	50.0	0.04%	0.39	5.98	14.45	2.42	0.040	0.113	0.194	0.032	22.661	0.134	0.301	0.560	0.105	60.114		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.65%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	F	995				11694.4	41448.6	#N/A	#N/A	75	5.0	34.0	0.03%	0.37	5.44	9.85	1.81	0.000	0.028	0.065	0.016	3.747	0.052	0.133	0.262	0.051	18.150		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	39.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	996				10901.4	41448.1	#N/A	#N/A	196	15.0	24.5	0.01%	0.64	4.61	7.60	1.65	0.048	0.128	0.217	0.044	12.578	0.011	0.036	0.087	0.013	3.504		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	57.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	997				11787.4	41449.6	#N/A	#N/A	82	#N/A	42.5	0.04%	0.56	5.68	9.82	1.73	0.018	0.078	0.131	0.026	13.242	0.067	0.267	0.483	0.079	45.388		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	83.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	NL	998				11479.4	41449.1	#N/A	#N/A	182	5.4	35.5	0.20%	0.66	6.50	7.50	1.15	0.000	0.008	0.019	0.006	1.145	0.057	0.090	0.126	0.016	12.814		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	47.26%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	999				11609.4	41448.1	#N/A	#N/A	75	38.6	15.0	0.01%	0.74	4.50	4.50	1.00	0.023	0.070	0.147	0.029	4.180	0.116	0.260	0.387	0.069	15.621		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	60.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1000				11780.4	41449.6	#N/A	#N/A	82	#N/A	42.5	0.04%	0.73	7.01	7.50	1.07	0.016	0.099	0.168	0.034	16.762	0.131	0.353	0.608	0.111	60.087		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	93.81%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1001				11583.9	41450.6	#N/A	#N/A	75	56.2	41.0	0.03%	0.57	6.35	9.14	1.44	0.020	0.092	0.159	0.026	15.076	0.067	0.231	0.389	0.069	37.867		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1002				11617.4	41451.6	#N/A	#N/A	75	30.8	49.0	0.04%	0.53	7.27	9.57	1.32	0.011	0.074	0.145	0.026	14.518	0.082	0.249	0.391	0.063	48.778		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1003				11639.4	41458.1	#N/A	#N/A	75	14.8	162.5	0.13%	0.40	12.21	22.72	1.86	0.015	0.106	0.193	0.031	68.600	0.117	0.334	0.510	0.080	217.208		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	100.00%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1004				10876.9	41449.6	#N/A	#N/A	196	#N/A	14.8	0.01%	0.64	4.31	4.53	1.05	0.019	0.073	0.119	0.026	4.336	0.097	0.193	0.318	0.064	11.391		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.92%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1005				11748.9	41452.6	#N/A	#N/A	#N/A	0.5	46.0	0.04%	0.64	6.00	10.00	1.67	0.009	0.111	0.190	0.030	20.352	0.114	0.412	0.698	0.124	75.770		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	89.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1006				10887.9	41450.1	#N/A	#N/A	196	16.0	12.3	0.00%	0.73	4.18	4.20	1.00	0.015	0.078	0.115	0.020	3.832	0.056	0.128	0.233	0.045	6.290		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	48.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	F	1007				11488.9	41452.1	#N/A	#N/A	#N/A	2.8	48.5	0.04%	0.43	5.48	13.13	2.40	0.003	0.069	0.156	0.040	13.432	0.060	0.121	0.212	0.035	23.481		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.51%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	F	1008				11498.4	41450.6	#N/A	#N/A	75	6.4	25.8	0.02%	0.61	4.36	8.06	1.85	0.020	0.121	0.197	0.044	12.447	0.025	0.062	0.128	0.025	6.344		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	63.18%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1009				11658.9	41452.1	#N/A	#N/A	75	22.1	42.3	0.03%	0.59	7.31	8.06	1.10	0.068	0.138	0.221	0.034	23.306	0.187	0.357	0.516	0.086	60.279		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	98.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1010				11759.4	41451.1	#N/A	#N/A	82	10.6	33.8	0.03%	0.52	5.07	9.78	1.93	0.023	0.091	0.144	0.031	12.266	0.087	0.256	0.452	0.096	34.500		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	94.09%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1011				11601.9	41452.6	#N/A	#N/A	75	40.7	37.0	0.03%	0.59	5.46	8.98	1.65	0.046	0.102	0.161	0.028	15.076	0.096	0.308	0.511	0.094	45.512		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	1012				11706.9	41452.1	#N/A	#N/A	196	5.2	28.8	0.01%	0.63	5.43	7.02	1.29	0.004	0.059	0.091	0.017	6.744	0.108	0.309	0.432	0.065	35.543		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	88.21%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	F	1013				11104.9	41452.6	#N/A	#N/A	184	8.6	16.8	0.09%	0.77	3.02	6.51	2.16	0.060	0.132	0.217	0.044	8.812	0.007	0.050	0.082	0.018	3.334		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	87.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1014				11627.9	41452.1	#N/A	#N/A	75	24.8	24.3	0.02%	0.76	5.51	5.51	1.00	0.071	0.110	0.158	0.023	10.623	0.132	0.346	0.535	0.109	33.588		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	63.12%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	1015				10901.4	41453.6	#N/A	#N/A	196	17.2	34.5	0.01%	0.67	6.48	6.96	1.07	0.047	0.105	0.168	0.026	14.465	0.000	0.015	0.043	0.011	2.037		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.79%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1016				10984.4	41453.1	#N/A	#N/A	196	2.0	21.5	0.01%	0.75	4.51	6.01	1.33	0.029	0.072	0.112	0.020	6.191	0.063	0.142	0.226	0.042	12.212		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	59.82%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	L	1017				11565.4	41452.1	#N/A	#N/A	75	52.9	20.3	0.02%	0.74	4.51	6.01	1.33	0.043	0.114	0.208	0.027	9.260	0.036	0.293	0.494	0.135	23.764		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1018				11686.4	41456.1	#N/A	#N/A	75	15.2	65.5	0.05%	0.56	9.24	10.07	1.09	0.011	0.099	0.185	0.033	25.836	0.069	0.387	0.625	0.126	101.365		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.99%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1019				11650.9	41454.6	#N/A	#N/A	75	18.1	25.0	0.02%	0.65	4.50	7.50	1.67	0.060	0.177	0.254	0.042	17.675	0.199	0.453	0.650	0.138	45.344		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	90.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1020				11527.4	41456.6	#N/A	#N/A	75	32.0	82.0	0.07%	0.45	7.47	14.89	1.99	0.023	0.099	0.181	0.026	32.417	0.038	0.238	0.475	0.103	77.904		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	89.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1021				11536.9	41455.6	#N/A	#N/A	75	36.7	40.0	0.03%	0.60	6.66	8.41	1.26	0.021	0.080	0.130	0.022	12.809	0.082	0.206	0.308	0.049	33.010		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	89.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1022				11596.9	41459.6	#N/A	#N/A	75	40.4	175.5	0.14%	0.46	15.28	16.10	1.05	0.019	0.094	0.166	0.026	65.669	0.080	0.301	0.489	0.099	211.273		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	100.00%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	1023				11252.4	41454.1	#N/A	#N/A	196	8.5	21.0	0.01%	0.60	3.82	7.78	2.03	0.046	0.088	0.131	0.019	7.427	0.024	0.044	0.072	0.012	3.704		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	81.80%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1024				11754.9	41455.1	#N/A	#N/A	82	5.2	29.3	0.02%	0.67	6.00	6.52	1.09	0.009	0.070	0.119	0.020	8.140	0.071	0.328	0.536	0.089	38.339		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	90.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1025				10905.9	41455.6	#N/A	#N/A	196	16.5	24.5	0.01%	0.67	5.46	6.17	1.13	0.051	0.104	0.160	0.027	10.235	0.017	0.053	0.122	0.019	5.161		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	62.17%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1026				11654.4	41456.6	#N/A	#N/A	75	16.9	32.8	0.03%	0.56	5.05	9.04	1.79	0.070	0.228	0.347	0.070	29.846	0.159	0.306	0.461	0.067	40.021		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	89.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1027				11795.9	41455.1	#N/A	#N/A	82	#N/A	20.3	0.02%	0.79	5.01	5.02	1.00	0.049	0.111	0.171	0.029	8.997	0.087	0.247	0.436	0.095	20.018		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	34.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1028				11496.9	41461.1	#N/A	#N/A	75	14.9	142.0	0.12%	0.47	12.55	16.99	1.35	0.020	0.088	0.145	0.027	49.800	0.088	0.261	0.466	0.088	148.249		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.97%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1029				10896.4	41457.1	#N/A	#N/A	196	12.6	24.5	0.01%	0.58	5.09	6.76	1.33	0.035	0.089	0.126	0.018	8.731	0.023	0.057	0.089	0.016	5.576		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	66.87%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1030				11556.9	41458.1	#N/A	#N/A	75	50.9	44.5	0.04%	0.66	7.50	7.50	1.00	0.036	0.089	0.139	0.023	15.912	0.118	0.205	0.319	0.044	36.446		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	98.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	1031				11715.4	41458.1	#N/A	#N/A	196	8.3	33.0	0.01%	0.69	6.49	7.04	1.09	0.015	0.124	0.240	0.042	16.311	0.102	0.422	0.698	0.170	55.767		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	76.37%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1032				11775.9	41458.1	#N/A	#N/A	82	20.2	37.0	0.03%	0.64	6.17	7.93	1.28	0.000	0.064	0.128	0.028	9.531	0.054	0.170	0.306	0.050	25.117		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	60.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1033				11577.4	41457.6	#N/A	#N/A	75	58.6	29.5	0.02%	0.70	5.00	7.51	1.50	0.019	0.052	0.087	0.017	6.189	0.080	0.170	0.314	0.045	20.067		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	72.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1034				11663.9	41459.1	#N/A	#N/A	75	19.0	32.0	0.03%	0.64	6.30	7.01	1.11	0.018	0.069	0.119	0.019	8.835	0.126	0.257	0.389	0.058	32.884		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.80%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	1035				11695.9	41458.1	#N/A	#N/A	75	7.2	32.3	0.03%	0.60	5.82	6.88	1.18	0.045	0.101	0.178	0.027	13.016	0.012	0.238	0.522	0.140	30.707		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	49.68%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1036				11457.9	41458.1	#N/A	#N/A	#N/A	0.5	19.0	0.01%	0.63	3.86	6.76	1.75	0.000	0.046	0.089	0.022	3.503	0.065	0.185	0.317	0.064	14.022		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	73.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1037				11510.9	41460.1	#N/A	#N/A	75	21.3	52.3	0.04%	0.37	9.61	9.99	1.04	0.029	0.057	0.110	0.014	11.975	0.087	0.163	0.246	0.041	34.004		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.94%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1038				11563.9	41460.1	#N/A	#N/A	75	57.3	43.0	0.04%	0.67	6.39	9.03	1.41	0.031	0.101	0.197	0.033	17.436	0.128	0.302	0.488	0.078	51.895		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	96.96%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1039				11669.9	41459.6	#N/A	#N/A	75	22.7	36.5	0.03%	0.59	5.30	9.60	1.81	0.046	0.136	0.238	0.041	19.919	0.041	0.435	0.676	0.162	63.472		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	54.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	1040				11790.4	41459.1	#N/A	#N/A	82	#N/A	45.5	0.04%	0.42	6.76	11.61	1.72	0.000	0.050	0.107	0.023	9.165	0.060	0.217	0.370	0.075	39.574		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	75.41%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	1041				10917.4	41459.1	#N/A	#N/A	196	11.4	16.3	0.01%	0.75	3.86	5.64	1.46	0.056	0.126	0.177	0.033	8.204	0.043	0.166	0.287	0.071	10.771		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	73.27%	
